Event Type,Attendees,Expenses,Success
Seminars,1073,144184,1
Sports,448,84026,1
Sports,1053,7591,1
Seminars,759,22744,1
Sports,556,2666,1
Sports,429,91820,1
Seminars,981,85647,1
Seminars,818,124269,1
Cultural,246,55673,1
Seminars,880,195161,1
Cultural,259,15042,1
Cultural,847,73475,1
Seminars,231,7129,1
Cultural,834,76244,1
Seminars,1025,97607,1
Seminars,622,145499,1
Cultural,485,120853,1
Cultural,345,76033,1
Cultural,309,38459,1
Seminars,1326,43924,1
Sports,974,73644,1
Seminars,650,151657,1
Seminars,631,108032,1
Seminars,1129,109990,1
Seminars,150,8746,1
Seminars,462,106458,1
Cultural,963,185358,1
Seminars,1008,237555,1
Seminars,330,2422,1
Cultural,861,156825,1
Cultural,799,184192,1
Seminars,760,60559,1
Sports,699,55533,1
Cultural,825,92832,1
Cultural,298,48193,1
Sports,784,165557,1
Seminars,1362,35795,1
Cultural,108,3320,1
Sports,357,87788,1
Sports,280,47857,1
Sports,160,27123,1
Cultural,893,123024,1
Sports,602,63379,1
Cultural,308,45163,1
Sports,371,22239,1
Sports,897,186258,1
Cultural,897,68936,1
Cultural,1029,205159,1
Seminars,1434,167824,1
Sports,208,39473,1
Seminars,178,17739,1
Seminars,1035,65578,1
Seminars,1462,122882,1
Cultural,911,69293,1
Cultural,263,16028,1
Cultural,237,57493,1
Sports,625,130015,1
Sports,661,90087,1
Cultural,187,22546,1
Sports,759,137105,1
Cultural,1138,173360,1
Sports,968,13907,1
Sports,1463,151210,1
Seminars,1066,64335,1
Sports,445,87160,1
Sports,342,18081,1
Cultural,797,71370,1
Seminars,242,20526,1
Cultural,1370,156386,1
Cultural,691,116364,1
Sports,611,5391,1
Seminars,319,64983,1
Sports,1459,27976,1
Sports,1078,234501,1
Sports,557,15697,1
Sports,1498,199162,1
Cultural,1466,230844,1
Cultural,1198,203176,1
Cultural,960,209433,1
Cultural,521,63864,1
Seminars,688,31627,1
Cultural,470,56374,1
Sports,1149,224607,1
Cultural,804,97958,1
Sports,1441,133903,1
Sports,1453,71050,1
Cultural,150,3299,1
Sports,1048,247990,1
Cultural,322,12159,1
Cultural,721,87030,1
Cultural,390,12741,1
Seminars,1407,162049,1
Sports,801,163314,1
Cultural,1102,193008,1
Cultural,110,25177,1
Cultural,461,3139,1
Sports,1077,102763,1
Cultural,690,165343,1
Seminars,282,7803,1
Cultural,777,169729,1
Cultural,1337,74607,1
Seminars,190,6800,1
Cultural,885,49957,1
Seminars,885,141172,1
Sports,714,41581,1
Sports,1266,159177,1
Sports,304,24716,1
Sports,713,12514,1
Sports,1476,193413,1
Seminars,1082,200013,1
Sports,285,42115,1
Seminars,1413,183279,1
Seminars,441,52471,1
Cultural,1447,112398,1
Sports,960,140335,1
Cultural,157,18909,1
Cultural,336,78503,1
Cultural,195,38833,1
Seminars,1268,24275,1
Seminars,1248,12048,1
Sports,1352,244706,1
Sports,693,172775,1
Seminars,1227,172629,1
Sports,605,116546,1
Sports,1189,242215,1
Sports,618,82253,1
Cultural,549,94459,1
Cultural,258,63692,1
Cultural,1396,177774,1
Cultural,910,210292,1
Sports,1182,40093,1
Seminars,1419,140779,1
Cultural,1347,7790,1
Sports,888,148591,1
Sports,1304,227991,1
Cultural,382,66674,1
Seminars,140,34779,1
Sports,1324,117412,1
Sports,1284,89181,1
Sports,761,10110,1
Cultural,490,57146,1
Sports,564,59235,1
Seminars,1480,56715,1
Sports,280,25981,1
Cultural,724,113118,1
Cultural,996,19192,1
Sports,1428,100938,1
Seminars,343,61458,1
Cultural,139,7530,1
Cultural,1204,48523,1
Seminars,805,159858,1
Cultural,877,39679,1
Cultural,586,73203,1
Cultural,772,29188,1
Cultural,425,71685,1
Cultural,438,29702,1
Sports,1264,203497,1
Cultural,1200,6601,1
Sports,559,90576,1
Cultural,757,144500,1
Cultural,550,104141,1
Sports,548,38636,1
Seminars,1467,243713,1
Seminars,1431,230519,1
Sports,1249,160334,1
Sports,936,208984,1
Seminars,111,19208,1
Sports,481,43803,1
Seminars,856,125754,1
Sports,872,99035,1
Cultural,1103,162262,1
Cultural,598,39057,1
Sports,696,150054,1
Seminars,227,11717,1
Sports,797,13716,1
Seminars,1137,140342,1
Cultural,1026,218704,1
Cultural,1093,87311,1
Sports,1103,109921,1
Seminars,858,142436,1
Sports,1425,157208,1
Seminars,366,34891,1
Sports,719,151758,1
Cultural,749,173438,1
Sports,1400,193624,1
Sports,429,20731,1
Cultural,278,10499,1
Seminars,861,28794,1
Cultural,335,65469,1
Cultural,378,90983,1
Seminars,130,29562,1
Sports,516,69015,1
Seminars,1214,168601,1
Cultural,226,54611,1
Sports,129,15423,1
Cultural,1361,2360,1
Seminars,392,45336,1
Sports,422,57214,1
Cultural,275,63112,1
Cultural,195,4562,1
Sports,748,148053,1
Seminars,740,141314,1
Seminars,352,13240,1
Seminars,311,63089,1
Cultural,1344,230419,1
Seminars,349,51848,1
Cultural,502,40886,1
Sports,615,142327,1
Cultural,1331,30045,1
Cultural,1460,173506,1
Seminars,437,22418,1
Sports,736,172088,1
Sports,753,16732,1
Cultural,1296,13338,1
Sports,704,80438,1
Seminars,1188,193073,1
Sports,671,82704,1
Cultural,781,162757,1
Cultural,958,196840,1
Seminars,880,154288,1
Cultural,1177,125164,1
Cultural,980,191482,1
Seminars,620,101566,1
Cultural,881,70951,1
Cultural,439,54095,1
Sports,1409,157562,1
Sports,1388,139948,1
Seminars,1097,79807,1
Cultural,580,142296,1
Cultural,1193,23103,1
Sports,1185,105725,1
Cultural,1477,65670,1
Sports,806,168206,1
Cultural,1296,115514,1
Sports,447,93677,1
Sports,617,9088,1
Cultural,507,108628,1
Sports,1201,83119,1
Seminars,1157,73464,1
Sports,1266,153050,1
Seminars,424,41868,1
Sports,412,24179,1
Cultural,216,42480,1
Cultural,234,57878,1
Sports,167,13402,1
Sports,368,85438,1
Sports,176,16093,1
Cultural,1486,36898,1
Seminars,741,46978,1
Sports,1182,95218,1
Seminars,717,37286,1
Sports,1092,157734,1
Seminars,928,101461,1
Cultural,544,16088,1
Cultural,1201,122125,1
Cultural,128,17083,1
Cultural,427,10120,1
Cultural,160,37092,1
Seminars,533,55560,1
Sports,1096,200588,1
Sports,443,48017,1
Sports,263,56011,1
Sports,1099,76048,1
Seminars,412,98396,1
Sports,960,127350,1
Cultural,1300,173421,1
Seminars,1236,160760,1
Sports,805,19188,1
Seminars,342,38686,1
Seminars,1128,41219,1
Sports,177,31366,1
Sports,963,234007,1
Sports,571,132144,1
Seminars,132,8528,1
Seminars,1399,197526,1
Seminars,360,78946,1
Cultural,312,70234,1
Seminars,841,24948,1
Sports,1165,108898,1
Sports,1423,131837,1
Sports,1396,62563,1
Sports,220,3693,1
Sports,144,22155,1
Cultural,351,77984,1
Cultural,1449,46269,1
Cultural,896,168956,1
Sports,844,12978,1
Cultural,434,101917,1
Sports,1057,166431,1
Cultural,795,95955,1
Seminars,632,125547,1
Sports,862,136154,1
Cultural,1409,126284,1
Cultural,420,50362,1
Cultural,1344,212326,1
Cultural,1183,38573,1
Sports,1425,247822,1
Seminars,674,146363,1
Seminars,1276,241350,1
Cultural,872,22798,1
Seminars,260,50504,1
Sports,497,76365,1
Sports,1229,60873,1
Seminars,866,179831,1
Cultural,775,70082,1
Sports,203,50173,1
Seminars,1413,191909,1
Seminars,580,35867,1
Cultural,436,86414,1
Seminars,1456,207402,1
Cultural,1042,243961,1
Seminars,848,121078,1
Sports,713,5401,1
Seminars,445,27410,1
Seminars,100,2497,1
Sports,1012,243332,1
Seminars,760,44121,1
Sports,787,100493,1
Sports,313,66149,1
Sports,175,15743,1
Sports,794,193137,1
Sports,926,46996,1
Cultural,979,180406,1
Seminars,1432,159992,1
Cultural,278,51671,1
Sports,1022,114440,1
Sports,767,188794,1
Sports,450,24114,1
Seminars,1128,211781,1
Seminars,1411,104829,1
Sports,229,37392,1
Seminars,108,7950,1
Seminars,159,22765,1
Sports,726,169192,1
Cultural,441,103683,1
Cultural,1385,112577,1
Sports,994,123600,1
Sports,565,27173,1
Sports,742,94957,1
Seminars,813,172352,1
Cultural,1490,132536,1
Cultural,943,147743,1
Cultural,1386,73209,1
Sports,1250,52374,1
Sports,705,171513,1
Sports,672,115329,1
Sports,992,161585,1
Seminars,816,98666,1
Seminars,1423,138989,1
Sports,714,59788,1
Cultural,210,26660,1
Cultural,109,9490,1
Seminars,622,30439,1
Cultural,743,166689,1
Cultural,264,52084,1
Seminars,1493,206889,1
Seminars,1374,94154,1
Sports,338,13597,1
Cultural,1326,144396,1
Sports,627,64257,1
Cultural,1364,105579,1
Cultural,1130,247665,1
Cultural,185,19917,1
Sports,708,172070,1
Seminars,954,153419,1
Sports,992,121202,1
Sports,212,14200,1
Seminars,289,59548,1
Seminars,107,8582,1
Sports,661,49700,1
Cultural,1169,92692,1
Sports,394,32701,1
Cultural,396,19844,1
Sports,1165,238049,1
Sports,363,58395,1
Cultural,411,39400,1
Cultural,840,78702,1
Sports,315,18726,1
Sports,940,8605,1
Cultural,1412,98646,1
Seminars,870,169542,1
Sports,385,17339,1
Sports,187,43668,1
Cultural,1481,55362,1
Cultural,898,35669,1
Cultural,1245,196257,1
Sports,910,114593,1
Cultural,1217,41219,1
Sports,463,87977,1
Sports,1292,200188,1
Cultural,812,78887,1
Seminars,900,171435,1
Seminars,939,92863,1
Seminars,686,58928,1
Seminars,289,68484,1
Sports,264,39833,1
Cultural,300,71418,1
Cultural,136,12122,1
Seminars,267,7789,1
Seminars,219,6807,1
Seminars,1277,46021,1
Sports,1352,41310,1
Cultural,144,28098,1
Sports,676,47308,1
Seminars,1155,83134,1
Sports,1099,203687,1
Cultural,512,125061,1
Cultural,1101,7892,1
Seminars,330,44405,1
Seminars,557,118067,1
Cultural,335,69828,1
Seminars,514,111809,1
Seminars,146,17630,1
Cultural,1420,179987,1
Sports,215,15003,1
Seminars,1252,74375,1
Cultural,434,73485,1
Sports,910,16216,1
Seminars,232,56609,1
Sports,432,91766,1
Seminars,129,22766,1
Cultural,1291,63157,1
Seminars,1287,81117,1
Seminars,1133,34880,1
Seminars,198,24645,1
Seminars,607,96069,1
Sports,430,94027,1
Cultural,475,108282,1
Sports,445,102381,1
Seminars,147,26591,1
Seminars,1380,41664,1
Seminars,282,36850,1
Seminars,1445,167499,1
Cultural,236,5658,1
Cultural,449,22788,1
Seminars,265,18881,1
Seminars,1301,204978,1
Cultural,1040,208330,1
Seminars,900,43136,1
Cultural,909,212777,1
Cultural,901,31466,1
Sports,491,38114,1
Cultural,430,102887,1
Sports,1322,132910,1
Seminars,138,26335,1
Cultural,203,37999,1
Sports,1062,112572,1
Cultural,821,97264,1
Seminars,880,58464,1
Seminars,276,32426,1
Sports,1373,151937,1
Sports,717,176120,1
Seminars,1380,191336,1
Sports,1400,60786,1
Seminars,1408,181691,1
Seminars,429,53607,1
Sports,630,149001,1
Sports,493,95327,1
Cultural,619,34994,1
Cultural,1013,153871,1
Seminars,285,17239,1
Cultural,732,118792,1
Cultural,327,76157,1
Seminars,1105,229470,1
Cultural,1265,66453,1
Cultural,235,3833,1
Seminars,690,121456,1
Seminars,1046,35373,1
Sports,1395,122930,1
Sports,1111,136199,1
Sports,1416,180362,1
Seminars,476,39098,1
Seminars,745,72256,1
Cultural,269,43436,1
Sports,1218,95104,1
Seminars,572,141644,1
Sports,572,125561,1
Seminars,811,110690,1
Seminars,1277,175179,1
Cultural,1202,246914,1
Cultural,1034,103792,1
Cultural,392,68610,1
Cultural,194,24420,1
Sports,1421,152575,1
Seminars,635,156638,1
Cultural,1065,196675,1
Cultural,909,60987,1
Cultural,808,196454,1
Cultural,736,154642,1
Seminars,253,6469,1
Cultural,621,132284,1
Cultural,635,51895,1
Cultural,540,57321,1
Sports,303,61089,1
Cultural,824,107509,1
Sports,461,52747,1
Cultural,1393,161522,1
Sports,186,13712,1
Sports,457,17728,1
Seminars,462,30172,1
Cultural,562,94232,1
Seminars,879,188346,1
Cultural,882,125326,1
Sports,1466,105817,1
Sports,471,116271,1
Cultural,1060,146204,1
Cultural,1446,187093,1
Sports,457,71401,1
Cultural,1387,182621,1
Seminars,580,143620,1
Cultural,859,115051,1
Seminars,824,16688,1
Cultural,1036,145505,1
Seminars,1011,55554,1
Sports,1372,229014,1
Cultural,168,22727,1
Sports,891,28862,1
Sports,500,103199,1
Cultural,1010,142608,1
Seminars,1076,36363,1
Sports,692,125810,1
Sports,1433,145436,1
Cultural,319,51077,1
Cultural,568,39285,1
Seminars,546,82217,1
Seminars,890,161374,1
Seminars,955,33237,1
Seminars,192,40122,1
Sports,1092,172579,1
Sports,1309,38106,1
Cultural,1136,7884,1
Sports,199,26453,1
Sports,1215,63301,1
Seminars,1470,211484,1
Cultural,952,120978,1
Cultural,431,56274,1
Cultural,346,3297,1
Seminars,970,80258,1
Seminars,235,20110,1
Sports,830,161642,1
Cultural,1490,63047,1
Seminars,472,32242,1
Cultural,1221,224029,1
Cultural,524,55605,1
Seminars,976,233286,1
Cultural,1189,74980,1
Seminars,483,48240,1
Sports,1055,211756,1
Cultural,995,121792,1
Cultural,1195,207894,1
Sports,1260,82154,1
Seminars,1124,185308,1
Sports,1398,67225,1
Sports,1059,40893,1
Seminars,373,49568,1
Seminars,1204,204994,1
Sports,1056,160715,1
Sports,935,210103,1
Sports,1241,84865,1
Sports,511,6787,1
Seminars,422,40574,1
Sports,1088,232920,1
Sports,655,95112,1
Sports,1186,101821,1
Seminars,1137,30020,1
Sports,169,4501,1
Cultural,255,39517,1
Sports,1398,240385,1
Cultural,414,69162,1
Cultural,506,108615,1
Sports,731,125367,1
Seminars,1303,235564,1
Seminars,776,160028,1
Seminars,991,217513,1
Cultural,319,77426,1
Sports,428,94177,1
Sports,481,49585,1
Cultural,1158,119073,1
Cultural,966,186202,1
Sports,647,9935,1
Cultural,1148,123690,1
Cultural,427,21412,1
Cultural,1318,155169,1
Seminars,888,73628,1
Cultural,1289,28336,1
Sports,753,75756,1
Sports,1031,70945,1
Seminars,768,77235,1
Cultural,199,4497,1
Sports,1464,107820,1
Seminars,1076,178032,1
Cultural,178,43216,1
Sports,967,99500,1
Sports,698,10748,1
Seminars,213,23192,1
Seminars,766,61584,1
Sports,954,115938,1
Sports,613,143115,1
Cultural,806,160605,1
Seminars,381,70017,1
Cultural,1198,211750,1
Cultural,951,92104,1
Cultural,230,50324,1
Sports,385,78060,1
Cultural,1222,24345,1
Seminars,645,97756,1
Cultural,1455,213572,1
Cultural,536,78171,1
Cultural,906,42087,1
Cultural,727,120724,1
Cultural,519,31434,1
Sports,657,49025,1
Cultural,709,79252,1
Seminars,474,11394,1
Sports,1035,17623,1
Cultural,1411,234389,1
Sports,260,24869,1
Seminars,1416,2019,1
Cultural,1276,242837,1
Sports,1093,169884,1
Sports,1372,153903,1
Cultural,535,44195,1
Sports,391,64968,1
Sports,205,45231,1
Cultural,1114,192295,1
Seminars,201,9988,1
Cultural,555,15597,1
Cultural,1419,216752,1
Seminars,137,7190,1
Sports,1310,38022,1
Cultural,761,18586,1
Sports,180,2174,1
Cultural,939,116875,1
Seminars,1449,98566,1
Sports,135,7156,1
Cultural,407,63891,1
Seminars,1116,13369,1
Cultural,777,174164,1
Seminars,397,31391,1
Sports,431,8253,1
Cultural,1251,120710,1
Sports,319,44109,1
Sports,684,162315,1
Cultural,1415,214943,1
Sports,548,12446,1
Seminars,1125,152583,1
Cultural,678,71518,1
Seminars,208,49113,1
Seminars,1247,208696,1
Seminars,1075,170433,1
Sports,678,24189,1
Sports,1201,175791,1
Cultural,1438,71489,1
Seminars,800,97400,1
Cultural,461,40309,1
Cultural,1191,238393,1
Sports,618,106235,1
Seminars,695,102945,1
Seminars,1342,17718,1
Seminars,1303,145836,1
Cultural,443,48649,1
Sports,162,16894,1
Cultural,231,50573,1
Seminars,1280,134644,1
Sports,1112,127788,1
Cultural,1099,36973,1
Seminars,1428,52490,1
Seminars,918,82744,1
Seminars,117,21557,1
Sports,1225,177962,1
Sports,558,4676,1
Cultural,294,58973,1
Sports,826,168762,1
Sports,454,95405,1
Cultural,1116,80364,1
Seminars,595,136410,1
Cultural,180,5517,1
Cultural,491,18928,1
Seminars,1368,55569,1
Sports,1047,112315,1
Cultural,1438,97442,1
Sports,119,28343,1
Cultural,1182,128966,1
Sports,794,134230,1
Sports,1318,129052,1
Sports,355,26029,1
Cultural,1330,206929,1
Cultural,1199,89301,1
Cultural,210,21101,1
Sports,834,196546,1
Cultural,781,19540,1
Sports,520,32657,1
Cultural,260,9119,1
Seminars,381,20864,1
Sports,414,46082,1
Seminars,290,71294,1
Cultural,1287,84620,1
Seminars,381,83298,1
Sports,1375,230876,1
Sports,1428,12935,1
Seminars,212,7680,1
Cultural,1403,217840,1
Sports,794,141279,1
Seminars,763,159985,1
Cultural,924,228445,1
Seminars,1034,239690,1
Seminars,1495,152211,1
Seminars,431,92688,1
Cultural,751,61434,1
Cultural,1024,33314,1
Sports,1067,92787,1
Cultural,315,67056,1
Cultural,1193,44220,1
Cultural,728,48451,1
Cultural,625,52711,1
Sports,1213,247376,1
Sports,851,107077,1
Seminars,861,138444,1
Seminars,615,44026,1
Cultural,1208,50346,1
Seminars,309,66993,1
Sports,660,117769,1
Sports,1360,153088,1
Cultural,649,72530,1
Sports,234,3136,1
Sports,1449,76919,1
Sports,1101,210725,1
Cultural,458,8832,1
Cultural,699,17815,1
Sports,1459,244791,1
Sports,383,72779,1
Sports,288,57020,1
Cultural,166,28315,1
Sports,1212,58878,1
Seminars,989,209513,1
Sports,1012,137123,1
Sports,492,105437,1
Sports,1117,221602,1
Seminars,369,62324,1
Seminars,1398,72742,1
Cultural,1403,184564,1
Cultural,815,159521,1
Seminars,1337,29557,1
Seminars,215,53122,1
Seminars,238,23736,1
Sports,359,10792,1
Sports,253,21405,1
Seminars,285,30367,1
Seminars,432,90680,1
Cultural,126,16033,1
Sports,1477,203166,1
Sports,483,104436,1
Sports,822,166005,1
Seminars,129,31778,1
Cultural,750,10817,1
Sports,360,89363,1
Cultural,999,27958,1
Sports,835,170504,1
Cultural,1489,165287,1
Sports,149,33320,1
Sports,996,63944,1
Cultural,1349,140013,1
Seminars,1029,125069,1
Cultural,747,14828,1
Sports,1130,212202,1
Sports,1442,7703,1
Cultural,1309,213197,1
Sports,1428,232356,1
Sports,694,82827,1
Seminars,874,4982,1
Seminars,1312,157202,1
Seminars,275,54099,1
Cultural,378,49197,1
Sports,1022,150524,1
Cultural,203,39787,1
Sports,338,56343,1
Seminars,1258,90871,1
Seminars,710,141139,1
Cultural,1304,109611,1
Cultural,736,117653,1
Seminars,1437,188266,1
Seminars,588,30546,1
Sports,549,26570,1
Cultural,677,25800,1
Seminars,845,55888,1
Cultural,1438,249425,1
Cultural,1466,84989,1
Cultural,657,105136,1
Seminars,1111,213942,1
Cultural,767,139954,1
Seminars,839,105274,1
Cultural,643,34171,1
Cultural,1193,111976,1
Cultural,188,24809,1
Cultural,594,78695,1
Seminars,932,217425,1
Seminars,357,40675,1
Seminars,391,26744,1
Seminars,938,84242,1
Sports,1410,157206,1
Cultural,576,116582,1
Seminars,1244,2345,1
Sports,240,39508,1
Sports,955,26936,1
Seminars,418,37581,1
Sports,489,115865,1
Sports,163,35881,1
Cultural,642,3290,1
Sports,404,44555,1
Sports,1156,101953,1
Seminars,562,39583,1
Sports,1490,130073,1
Sports,964,153481,1
Sports,757,3716,1
Sports,1265,20279,1
Sports,923,215839,1
Cultural,1452,153763,1
Cultural,672,125613,1
Sports,980,52148,1
Sports,1459,159288,1
Seminars,834,174690,1
Cultural,288,69368,1
Seminars,973,200431,1
Sports,832,29670,1
Cultural,1173,166271,1
Sports,980,166866,1
Sports,1260,183226,1
Seminars,334,15107,1
Sports,557,33470,1
Sports,601,134871,1
Seminars,1451,176125,1
Sports,923,143196,1
Sports,209,34579,1
Cultural,1108,120483,1
Sports,665,159251,1
Sports,575,49305,1
Seminars,230,16677,1
Cultural,968,130019,1
Seminars,992,225431,1
Sports,1320,130714,1
Sports,455,12354,1
Cultural,678,12445,1
Seminars,976,237588,1
Cultural,853,59602,1
Cultural,1181,153535,1
Sports,1320,192715,1
Seminars,825,190643,1
Sports,895,57552,1
Sports,715,87603,1
Sports,1134,78644,1
Cultural,536,125708,1
Cultural,323,76288,1
Seminars,915,9435,1
Seminars,394,10296,1
Sports,1126,72973,1
Cultural,1487,2577,1
Sports,676,129290,1
Cultural,124,25886,1
Cultural,1086,39530,1
Seminars,119,7551,1
Seminars,813,54303,1
Cultural,510,74323,1
Sports,697,38570,1
Cultural,291,49262,1
Sports,1112,56438,1
Cultural,622,13333,1
Cultural,936,151924,1
Seminars,1102,28822,1
Seminars,1318,5478,1
Cultural,981,188940,1
Seminars,1287,152257,1
Sports,412,15461,1
Sports,1421,121669,1
Sports,1126,98810,1
Cultural,270,50509,1
Cultural,250,48172,1
Sports,976,236403,1
Sports,905,41818,1
Sports,449,69354,1
Seminars,277,16109,1
Cultural,1166,116559,1
Sports,267,55895,1
Sports,984,242996,1
Sports,588,68947,1
Seminars,1129,147775,1
Sports,353,42360,1
Cultural,101,19552,1
Seminars,944,110144,1
Cultural,834,94654,1
Sports,1199,174898,1
Cultural,213,7538,1
Sports,976,197413,1
Seminars,794,70479,1
Seminars,627,87348,1
Cultural,788,194920,1
Sports,1500,68672,1
Cultural,572,113598,1
Seminars,1467,188172,1
Sports,941,191663,1
Sports,718,141574,1
Seminars,971,74910,1
Sports,1360,184659,1
Seminars,1439,206711,1
Cultural,1146,36531,1
Cultural,1112,71135,1
Sports,503,48977,1
Cultural,596,47721,1
Seminars,674,63777,1
Cultural,1348,49575,1
Cultural,403,57246,1
Cultural,463,85299,1
Seminars,1431,77091,1
Seminars,1005,6903,1
Seminars,319,54188,1
Seminars,1061,194449,1
Sports,1240,204536,1
Seminars,930,149418,1
Cultural,976,124681,1
Sports,823,111335,1
Sports,1000,231058,1
Seminars,965,41211,1
Sports,681,81358,1
Seminars,1121,217350,1
Sports,1454,58282,1
Cultural,991,131944,1
Sports,887,191507,1
Seminars,115,12382,1
Sports,972,240446,1
Seminars,206,25108,1
Seminars,1468,228591,1
Cultural,890,146155,1
Cultural,1457,136955,1
Seminars,114,10602,1
Sports,401,56378,1
Sports,255,47576,1
Sports,670,122519,1
Seminars,957,72329,1
Cultural,1109,75135,1
Seminars,591,10442,1
Seminars,1366,230597,1
Sports,446,6334,1
Seminars,239,38492,1
Seminars,716,15473,1
Seminars,390,4118,1
Sports,144,13561,1
Sports,225,25454,1
Seminars,163,16524,1
Seminars,711,137773,1
Seminars,120,25186,1
Seminars,1458,166329,1
Sports,549,105562,1
Cultural,832,5133,1
Seminars,693,44741,1
Sports,1305,113437,1
Seminars,310,33922,1
Cultural,959,190144,1
Seminars,165,40022,1
Cultural,536,59975,1
Sports,477,118359,1
Sports,959,14084,1
Cultural,683,150520,1
Sports,1139,127889,1
Sports,404,56378,1
Cultural,577,102823,1
Seminars,853,94068,1
Seminars,887,75281,1
Cultural,1253,195296,1
Sports,556,88618,1
Sports,1402,114214,1
Sports,352,54604,1
Cultural,523,43140,1
Cultural,1485,12144,1
Cultural,1044,129234,1
Cultural,1050,117497,1
Cultural,1112,158426,1
Seminars,377,82227,1
Cultural,1409,57557,1
Sports,266,43279,1
Seminars,669,112681,1
Sports,111,7227,1
Cultural,1132,123148,1
Cultural,841,85852,1
Sports,740,50336,1
Seminars,575,121368,1
Seminars,396,61134,1
Seminars,1039,172756,1
Sports,503,33172,1
Cultural,338,71856,1
Sports,949,21526,1
Sports,185,25398,1
Seminars,209,25579,1
Seminars,279,14953,1
Seminars,236,4832,1
Sports,1038,188587,1
Cultural,1037,177165,1
Cultural,1442,245301,1
Cultural,822,87030,1
Cultural,1077,189628,1
Seminars,1014,199582,1
Cultural,584,24539,1
Sports,629,85197,1
Seminars,526,104903,1
Seminars,666,142258,1
Sports,920,177944,1
Cultural,560,99555,1
Seminars,832,132074,1
Cultural,764,164691,1
Sports,1179,94752,1
Sports,1141,115295,1
Seminars,227,33399,1
Cultural,815,78789,1
Sports,1317,5090,1
Seminars,170,38950,1
Seminars,415,53288,1
Cultural,691,148042,1
Sports,1240,124685,1
Sports,721,4239,1
Cultural,1190,126499,1
Cultural,1118,210602,1
Sports,607,5118,1
Seminars,833,145195,1
Sports,586,74395,1
Seminars,244,19417,1
Sports,189,40422,1
Sports,652,120162,1
Sports,1131,172089,1
Seminars,1346,168081,1
Seminars,490,42694,1
Sports,759,32633,1
Seminars,951,215594,1
Sports,1118,132226,1
Seminars,810,125322,1
Cultural,738,145745,1
Seminars,765,141147,1
Sports,152,4655,1
Seminars,123,11823,1
Seminars,639,63492,1
Sports,713,95840,1
Cultural,1006,95363,1
Seminars,668,99648,1
Sports,706,13834,1
Sports,383,26623,1
Sports,1426,38614,1
Seminars,426,35876,1
Cultural,907,226171,1
Cultural,636,48045,1
Seminars,262,11651,1
Cultural,682,137238,1
Sports,904,111531,1
Cultural,828,128855,1
Sports,243,43007,1
Cultural,1387,172993,1
Sports,1261,55166,1
Cultural,460,112773,1
Seminars,810,142819,1
Seminars,1095,28567,1
Seminars,216,18346,1
Cultural,1161,71456,1
Seminars,190,29542,1
Sports,773,68964,1
Cultural,264,22394,1
Sports,409,33329,1
Seminars,341,61240,1
Sports,1251,177044,1
Cultural,124,17459,1
Cultural,1442,144466,1
Sports,1433,10867,1
Sports,884,189633,1
Cultural,723,149347,1
Sports,1016,80771,1
Sports,1156,89754,1
Cultural,647,58953,1
Sports,394,93269,1
Seminars,795,193101,1
Seminars,437,108878,1
Cultural,239,41411,1
Sports,842,128010,1
Sports,1388,3925,1
Sports,1419,29475,1
Seminars,217,35492,1
Sports,945,65519,1
Cultural,687,51575,1
Sports,852,195785,1
Sports,245,58814,1
Cultural,642,58102,1
Cultural,1247,17030,1
Sports,355,43805,1
Sports,1321,222545,1
Seminars,162,9569,1
Cultural,121,3034,1
Seminars,211,49111,1
Sports,1026,82394,1
Seminars,518,32708,1
Cultural,198,48829,1
Seminars,1010,190330,1
Cultural,546,28085,1
Cultural,964,33718,1
Sports,1023,54980,1
Sports,520,11311,1
Cultural,1323,214126,1
Sports,950,233195,1
Cultural,1330,175981,1
Cultural,796,69256,1
Sports,1314,53506,1
Sports,500,97773,1
Cultural,808,109574,1
Cultural,570,115567,1
Seminars,118,7241,1
Seminars,885,54351,1
Seminars,924,17775,1
Cultural,172,2170,1
Seminars,436,11250,1
Seminars,203,34894,1
Cultural,736,57630,1
Cultural,1247,2228,1
Cultural,885,24031,1
Sports,422,88264,1
Seminars,122,20141,1
Cultural,207,50542,1
Seminars,615,126725,1
Seminars,723,89110,1
Seminars,446,15586,1
Seminars,1287,133026,1
Cultural,336,39445,1
Sports,1378,168452,1
Cultural,424,72400,1
Seminars,572,5241,1
Cultural,753,10847,1
Sports,1105,19361,1
Cultural,1397,222020,1
Sports,408,12298,1
Sports,451,43783,1
Cultural,708,58304,1
Seminars,114,2395,1
Cultural,833,75610,1
Sports,1307,159960,1
Sports,1441,195344,1
Cultural,339,63608,1
Seminars,592,29677,1
Seminars,221,2604,1
Seminars,448,50366,1
Sports,685,102716,1
Seminars,575,89729,1
Sports,163,38216,1
Cultural,102,4739,1
Seminars,1230,35136,1
Cultural,464,111297,1
Seminars,332,41428,1
Cultural,193,15230,1
Cultural,220,15135,1
Cultural,1291,20505,1
Seminars,1478,170437,1
Cultural,551,116421,1
Seminars,208,32585,1
Sports,906,74260,1
Seminars,979,178670,1
Seminars,116,23507,1
Cultural,1293,241435,1
Cultural,960,85707,1
Cultural,408,92826,1
Cultural,1351,103231,1
Seminars,184,28915,1
Seminars,501,32094,1
Cultural,580,22561,1
Cultural,1402,138522,1
Sports,291,43446,1
Cultural,562,54134,1
